sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp,telegram_id,post_date,,
246,"2021. aastal kasvas liiklusõnnetuste ja -surmade arv järsult pärast COVID-19 vastase ""vaktsiini"" kasutuselevõttu

  Riiklik maanteede liiklusohutuse amet avaldas hiljuti oma 2021. aasta USA maanteeõnnetuste uuringu ja leidis, et ""õnnetuste koguarv on kasvanud hämmastavalt 16%.

 See oli ""üllatav"", sest: ""See on olnud COVID-19 tõttu blokeeringute ja reisipiirangute aasta ning politseimeeskonnad üle kogu riigi teatasid Ameerika teedel vähem sõitvatest juhtidest.""

 Loomulikult ei peeta COVID-19 süstimist kunagi isegi sellise õnnetuste sagenemise võimalikuks põhjuseks, sest see oleks poliitiliselt ebakorrektne.

 ""Liiklusõnnetus"" on aga ""sümptom"", mida USA valitsuse vaktsiini kahjulike mõjude aruandlussüsteemis (VAERS) jälgitakse pärast vaktsineerimist.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,1879,2023-04-14 03:44:03+00:00,,
247,"LÕPUKS OMETI LENDAVAD AUTOD!? Silicon Valleys asuv ettevõte ASKA on saanud Föderaalse Lennuameti (FAA) loa oma ASKA A5 jaoks, mis on lendava auto prototüüp. https://www.telegram.ee/teadus-ja-tulevik/ulme-saab-reaalsuseks-lendav-auto-palvib-heakskiidu",eestitelegram,eestitelegram,0,,,,1835,2023-07-10 09:28:58+00:00,,
248,"Põhjamaad loovad õhuvägesid ühendava NATO minipakti

Skandinaavia riigid on sõlminud uue, ajalooliselt pretsedenditu kaitsepakti, mis tekitab Moskvas kindlasti viha, hetkel on NATO vähemalt ühe riigi (Soome) uue liikmeks võtmise haripunktis.

Rootsi, Norra, Taani ja Soome on välja andnud ühisdeklaratsiooni, milles väljendavad oma kavatsust ühendada oma õhutõrje nii, et nende õhujõud ühinevad üheks lahinguüksuseks.

See, mida nimetatakse riikide ühiseks kavatsuste deklaratsiooniks (JDI),…

https://eestieest.com/pohjamaad-loovad-ohuvagesid-uhendava-nato-minipakti/",euudised,euudised,0,,,,86,2023-03-28 17:58:54+00:00,,
249,"Eesti arstid ja aktivistid valitsusele: WHO pandeemialepingust sõltub iga eestlase saatus!

https://www.telegram.ee/lisad/WHO_dok_asjus_pxxrdumine_WCH_poolt.pdf

‘Maailma Terviseorganisatsiooni rahvusvaheliste tervise-eeskirjade
muudatuste ja pandeemialepingu murettekitavast sisust
Lugupeetud Riigikogu liige, Õiguskantsler ja EV Valitsus
2022. aastal alustas Maailma terviseorganisatsioon (edaspidi WHO) läbirääkimisi rahvusvaheliste
tervise-eeskirjade muudatuste (edaspidi IHR muudatused)1
ja pandeemialepingu (WHO CA+)2,3 üle.
Antud dokumentide heakskiitmine suurendaks oluliselt WHO kontrolli liikmesriikide rahvatervisega
seotud küsimuste üle ja võtab ära riigi enda otsustamisvõimalused.
Lühendid:…

https://eestieest.com/eesti-arstid-ja-aktivistid-valitsusele-who-pandeemialepingust-soltub-iga-eestlase-saatus/",euudised,euudised,1,,Pseudoteadus,,4777,2023-11-04 18:11:23+00:00,,
250,"EestiEest! Nädala uudised 64

Esmaspäev:

Föderaalkohtunik annab osariikidele tsensuurikohtuasjas USA valitsuse vastu võimaluse kohtuasja algatada – Eesti Eest!

Teisipäev:

Temu seisab silmitsi uue ELi uurimisega probleemsete müügitavade kohta – Eesti Eest!

Kolmapäev:

Liberaalne eliit nõuab ÜRO kliimakonverentsil lihamaksu – Eesti Eest!

Neljapäev:

Vabariiklased säilitavad Esindajatekoja enamuse, komplekteerides Trifecta – Eesti Eest!

Läänekalda annekteerimine “muidugi” on võimalus, ütleb Trumpi Iisraeli…

https://eestieest.com/eestieest-nadala-uudised-64/",euudised,euudised,1,,Parem-konservatiivne,,9488,2024-11-17 12:33:54+00:00,,
251,"Üks kaitsepookimise saaja teatas, et kiirabi viis ta traumapunkti “teadvusekaotuse ja krambihoogude tõttu vahetult pärast süstimist“. Teine teatas: “24 tundi pärast süsti olin nii väsinud, et ei suutnud ärkvel püsida. Mul on ka mõned väga tugevad enesetapumõtted. Null isu.“ Veelgi enam väljendati muret võimalike allergiliste reaktsioonide pärast. https://www.telegram.ee/toit-ja-tervis/cdc-avalikustab-780-000-uut-teadet-tosiste-korvaltoimete-kohta-parast-covid-19-vaktsineerimist",eestitelegram,eestitelegram,1,,Pseudoteadus,,2713,2024-04-08 16:15:13+00:00,,
252,"🇲🇱🇷🇺 Aafrika sotsiaalvõrgustike segmendis on alanud flash mob, mille käigus blogijad ja tavakasutajad avaldavad tänu Venemaale ja isiklikult president Vladimir Putinile

Videos avaldab Vene Föderatsiooni presidendile austust Malist pärit kuulus blogija nimega Samira, kes praegu elab Austrias.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,2190,2024-01-16 18:14:01+00:00,,
253,"“See on AI Ashley”: Oregoni raadiojaam tutvustab maailma esimest AI DJ-d

Veel üks murettekitav märk on see, et tehisintellekt võtab meie töökohad. Oregoni osariigis Portlandis asuv raadiojaam tutvustas oma publikule “AI Ashleyt”, mis on maailma esimene tehisintellekti jõul töötav raadioplatvorm.

“Tegime ajalugu maailma esimese raadiojaamana AI-DJ-ga! Meie keskpäevajuhist Ashleyst on saanud AI Ashley! Me ei jõua ära oodata, millal kohtute Ashleyga, maailma esimese kunstlikult intelligentse DJ-ga.…

https://eestieest.com/see-on-ai-ashley-oregoni-raadiojaam-tutvustab-maailma-esimest-ai-dj-d/",euudised,euudised,0,,,,3759,2023-09-07 09:41:35+00:00,,
254,"Peter Schiff: Föderaalreserv on kõik, mis on intressimäärade funktsioon, segi keeranud

SchiffGold.com kaudu

First Republic Banki ebaõnnestumine näitab, et pangandussüsteem pole kaugeltki nii usaldusväärne, kui rahandusminister Janet Yellen ja Föderaalreservi esimees Jerome Powell lasevad uskuda. Kuid nagu Peter ühes hiljutises taskuhäälingusaates selgitas, pole sassis mitte ainult pangandussüsteem. Föderaalreserv on kõik intressimääradest sõltuv tuksi keeranud, hoides intressimäärasid nii kaua nullis.

First Republic oli sel aastal kolmas suur…

https://eestieest.com/peter-schiff-foderaalreserv-on-koik-mis-on-intressimaarade-funktsioon-segi-keeranud/",euudised,euudised,1,,Muu,,1460,2023-05-09 21:11:24+00:00,,
255,"Moderna tegevjuht Stefan Bankel teatas uuest mRNA süstist südamelihase raviks pärast südameinfarkti (põhjustatud covidi vaktsiinist).

 Bunkel: ""Nüüd oleme ülipõnevas programmis, kus me süstime mRNA-d otse inimeste südamesse pärast infarkti, et kasvatada uusi veresooni ja revaskulariseerida süda.""

 Reporter: ""COVIDi iroonia on see, et see võimaldas teil ukse kaudu saadud tulu tõttu minna neid teisi valdkondi arendama.""

Nüüd hakkavad siis kõik ravimid mRNAd sisaldama, mis sest  et tegelikult nad seda ei sisalda nagu ka covidi vaktsiinid. Kõigi ravimite eesmärk hakkab olema inimese geeni ümberehitamine ehk hävitamine. Vale vale otsa ei saa iial otsa.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,594,2022-10-13 10:05:21+00:00,,
256,"Teie ees on Telegrami uudised ajavahemikust 7.-13. märts. Euroopa riigid tühistasid riburadapidi koroonameetmeid, ka Eesti valitsus andis lõpuks mõista, et ka Eestis võivad need peagi lõppeda, kuigi maskikohustusest loobuda veel ei tihata. Nagu me teame, on mask orjuse sümboliks.

Jätkus ka sõda Ukrainas ja inimeste infoga ülekülvamine ning ettesöödetud vandenõuteooriate sõjapropaganda tõeseks osaks tunnistamine.https://www.telegram.ee/eesti/telegrami-uudised-nadal-10-meediatants-koroonameetmete-pfizeri-dokumentide-ja-ukraina-soja-umber",eestitelegram,eestitelegram,2,,Muu,,572,2022-03-15 14:28:25+00:00,,
257,"Teel kontrollühiskonda.

Venemaal blokeeritakse üle seitsme miljoni SIM-kaardi.

Roskomnadzor nõuab, et mobiilioperaatorid hakkaksid augustis blokeerima aegunud isikuandmetega abonentnumbreid.

 Jutt käib kaartidest, mida müüakse metroos ilma lepinguid sõlmimata või ettevõtete SIM-kaartidest, mida ettevõtted töötajatele hulgi ostavad.

Mobiilioperaatorid on kohustatud kasutajat teavitama SIM-kaardi blokeerimisest, kui ta ei uuenda Riigiteenustes või suhtlussalongis jooksvaid andmeid.  Nõue on Roskomnadzorilt.",MarkoWatsel,MarkoWatsel,0,,,,3187,2023-08-15 19:36:10+00:00,,
258,"Kas teadsite, et senine meditsiin on valetanud ka vererõhu kohta.

Kas teadsite, et senine meditsiin on valetanud ka vererõhu kohta.

https://eestieest.com/kas-teadsite-et-senine-meditsiin-on-valetanud-ka-vererohu-kohta/",euudised,euudised,2,,Pseudoteadus,,2820,2023-07-22 11:39:51+00:00,,
259,"👬Zelensky hakkas aktiivsemalt paariseid kasutama?

Võrgustik postitas isegi analüüse selle kohta, kes on tõeline ja kes mitte. Õigel on rohkem väljaulatuvad kõrvad ja kitsam nina.

See on see, kes läks Bakhmuti ja Khersoni ...

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,687,2023-03-06 11:02:13+00:00,,
260,"Vastuslause/taotlus 19-2/24-10697, 10.09.2024 3.osa

- Diederik Antonius Maria Paulus Johannes Gommers

1. Gommers on alates 2014. aastast seotud Erasmus MC-ga kui intensiivravi spetsialist. Veebruarist 2016 kuni veebruarini 2022 oli Gommers Hollandi Intensiivravi Seltsi (Het Nationaal Vergiftigingen Informatie Centrum, edaspidi NVIC) president ja RIVMi elektroonilise kodulehe andmetel alaliselt kutsutud OMT liige.
2. 2009. aastal sõlmisid ravimitootja Pfizer ja NIVC koostöölepingu,…

https://eestieest.com/vastuslause-taotlus-19-2-24-10697-10-09-2024-3-osa/",euudised,euudised,0,,,,8800,2024-09-17 15:20:08+00:00,,
261,"**🤘**** Uute autode registreerimine Euroopas langes augustis järsult
Euroopa Liidu uute autode registreerimine langes augustis 18,3 protsenti, teatas Euroopa Autotootjate Liit.
**
 Saksamaal vähenesid need 27,8 protsenti, Prantsusmaal 24,3 protsenti, Itaalias 13,4 protsenti ja Hispaanias 6,5 protsenti.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,4843,2024-09-27 16:01:57+00:00,,
262,"🇪🇺 👔 🆎 **Subtiitrid videos (tõlge hispaania keelest):
**
⚡️**""Kellega Von der Leyen räägib? Siin ei ole kedagi. See on tõeline tsirkus.""****
**
❎ ✔️ Pole kahtlust, et Ursula von der Leyenil on tohutuv autoriteet ja usaldus. Nii suur, et tema kõnesid pole vaja isegi kuulata – ettepanekud on igal juhul õiged ja seega võetakse vastu.

👉 Sobivad Euroopa parlamendi liikmed hääletavad nagu vaja, mõistmata nende olemust. Ja üksikute dissidentide arvamusi kuulatakse hoolikalt ja ignoreeritakse põhjalikult.

⚡️  See ""demokraatlik"" tehnoloogia on levinud kogu Euroopas. Parlamentide töö formaliseerimine on tõestus nende kasutuks osutumisest. Ja see on esimene samm diktatuuri kehtestamise suunas.

@tenipribaltiki

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,8561,2025-11-18 15:07:01+00:00,,
263,"Bakhmutis hävitati eesti ohvitser Ivo Jurak

- Eesti väljaanne Postimees kirjutab, et hukkunu oli sõjaväeteenistusest lahkunud reservohvitser. Tegemist on esimese eestlasega, kelle surm Ukrainas on leidnud ametliku kinnituse.
- Jurak hävitati suurtükitule abil. Alates eelmisest sügisest sõdis ta Ukraina võõrleegioni koosseisus.

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,757,2023-03-13 11:01:49+00:00,,
264,"H.G.Wells ""Maailmade sõda"", 1897

 ""Neil on alati kiire tööle jõuda – olen näinud tuhandeid neid, hommikusöök taskus, hullunult jooksmas, mõtlemas ainult sellele, kuidas metroo või bussi peale saada, kartes, et nad vallandatakse, kui nad on hiljaks jäänud.

 Nad pühenduvad sellesse süvenemata, lihtsalt selleks, et välja töötada need õnnetud tunnid, mille eest neile makstakse sente, millest tänapäeva maailmas piisab toidu, korteri, laenu ja nappide ""vaba aja veetmise"" eest tasumiseks.

 Hammasrattad tohutus süsteemis, kes ei taha teada ja luua midagi enamat kui oma armetut olemasolu.

 Raamat on kirjutatud 1897. aastal, kuid midagi pole muutunud.",MarkoWatsel,MarkoWatsel,0,,,,1920,2023-04-18 09:46:48+00:00,,
265,"Vaidlustuskiri asjas nr 333.999, 23.10.2024. Lk 1-40 (koos viimaste muudatustega) 1.osa

Lugupeetud Õiguskantsler ja Sotsiaalministeerium                           23.10.2024

nr 333.999

KIIRELOOMULINE

Õiguskantsleri Kantselei kontaktid

Kohtu 8, 15193 Tallinn

Tel: (+372) 693 8404

E-post: info@oiguskantsler.ee

Sotsiaalministeeriumi kontaktid

Suur-Ameerika 1, 10122 Tallinn

Tel (+372) 626 9301

E-post: info@sm.ee

E-post: riina.sikkut@sm.ee

Avalduse esitaja kontaktid

Tel: (+372) 538 24 760

E-post: revo.jaansoo@mail.ee

Avaldaja vaidlustuskiri

Asi: Sotsiaalministeerium on 22.10.2024. aasta e-kirjas avaldajale avaldanud,…

https://eestieest.com/vaidlustuskiri-asjas-nr-333-999-23-10-2024-lk-1-40-koos-viimaste-muudatustega-1-osa/",euudised,euudised,0,,,,9738,2024-12-10 13:11:24+00:00,,
266,"Protestijad on nördinud, kuna Trump eeldas külastavat Floridas asuvat “Alligaatori Alcatrazi”

Ameerikas on maailma parimad alligaatorid, suured ja ilusad alligaatorid, kes sobivad ideaalselt ohtlike illegaalsete immigrantide kinnipidamisest põgenemise peatamiseks, kuni nad on menetlusse võetud ja välja saadetud. Vähemalt arvavad nii Donald Trump ja sisejulgeolekuministeerium. Teised aga pole nii vaimustuses ideest ehitada Florida soode keskele „Alligaator Alcatraz”.

Florida vastuolulise migrantide kinnipidamiskeskuse ümber, mis ehitatakse Evergladesi mägedes asuvale…

https://eestieest.com/protestijad-on-nordinud-kuna-trump-eeldas-kulastavat-floridas-asuvat-alligaatori-alcatrazi/",euudised,euudised,0,,,,12079,2025-07-01 11:41:37+00:00,,
267,"⚡️⚡️Poola president Andrzej Duda selgitas, miks tema riik Ukrainale lennukeid üle ei vii

«Meil on selliseid lennukeid, aga neid on alla viiekümne. Tegelikult on see meie ainus reaktiivlennukite varu. See tekitab tõsise probleemi, kui annetame kasvõi väikese osa,” ütles ta.

Tähelepanuväärne on see, et 1. märtsil 2022 oli Dudal teistsugune argument: ""Me ei saada oma lennukit Ukrainasse, vastasel juhul tähendaks see NATO osalemist konfliktis.""

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,547,2023-02-15 20:01:02+00:00,,
268,"Olin superheas vormis jalgrattur, kuni sain Moderna Covid vaktsiini. See, mis edasi juhtus, pani mind soovima, et oleksin surnud

Danielle Pieton oli tippvormis jalgrattur – kuni ta sai 2022. aasta jaanuaris Moderna Covidi vaktsiini. See, mis edasi juhtus, pani teda soovima, et ta oleks surnud. Nüüd räägib ta oma loo ajalehele Mail.

Vaid mõned aastad tagasi oli Danielle Pieton äärmiselt sportlik võidusõidurattur, kes oli just täitnud oma kauaaegse unistuse: uue elu Prantsusmaal.

Nüüdseks 51-aastane…

https://eestieest.com/olin-superheas-vormis-jalgrattur-kuni-sain-moderna-covid-vaktsiini-see-mis-edasi-juhtus-pani-mind-soovima-et-oleksin-surnud/",euudised,euudised,1,,Pseudoteadus,,11316,2025-05-17 13:39:54+00:00,,
269,"Hiina kodanikud, kes jätsid vahele kohustusliku koroonaviiruse testimise, on koondatud, käeraudadesse pandud ja sunnitud sooritama covid-testi.  Relvastatud valvurid kuulipildujatega seisid läheduses, nii et keegi ei pääse.",MarkoWatsel,MarkoWatsel,1,,Pseudoteadus,,430,2022-07-15 06:58:46+00:00,,
270,"👎**️ Zelensky alahindab oluliselt tegelikke sõjaohvreid - Washington Post**

▪️Ukraina President alahindas ohvreid, et ""vältida niigi raske mobilisatsioonikampaania häirimist"".

▪️Mobilisatsiooni heidutasid ""hirmud piiramatu tööaja pärast, rahulolematus madala palgaga ja mure, et Ukraina valitsus ei tee piisavalt palju, et hoolitseda hukkunute ja haavatute perekondade eest"".

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,2986,2024-04-29 16:02:01+00:00,,
271,"""Minu koroonaviirusevastane vaktsineerimine on rikkunud mu karjääri viimased poolteist aastat,"" tsiteeris Bild Viinis elavat elukutselist noolemängijat.

 Pärast vaktsineerimist tundis ta tugevaid füüsilisi mõjusid, oli pidevalt väsinud, kannatas valude käes ja tal oli raskusi treenimisega, räägib Suljovic.

 Tema edu nurgakiviks on aga suur treeningute maht, kuna ta ei ole see, kes elaks ühe talendi pealt: “Kui ma ei saa treenida, on mul vähe võimalusi.  Tegin kokku kolm vaktsineerimist, aga paremaks ei läinud.  Ei pärast teist ega ka pärast kolmandat korda.",MarkoWatsel,MarkoWatsel,0,,,,1017,2023-01-02 11:41:33+00:00,,
272,"Päevaleht avaldas eile järjekordse julge artikli arvamustoimetaja Villu Zirnaski sulest, kes kirjutab, et koroonatõendi nõue on rumal viiruse vastu võitlemise meede ning seda kinnitab ka riigikantselei enda tellitud uuring, samuti viimase kuu vaktsineerimisstatistika. https://www.telegram.ee/arvamus/paevaleht-valitsuse-enda-uuring-naitab-et-koroonatoend-ei-toimi-lopetage-see-piinlik-ahistamine",eestitelegram,eestitelegram,1,,,,308,2021-09-02 07:22:32+00:00,,
273,"CIA teatas Belgiale, et Ukraina väed pommitasid Venemaa Nord Streami torujuhtmeid

Lääne meedia teatest selgus, et CIA teavitas Belgiat Ukraina rollist Venemaalt Saksamaale gaasi suunavate Nord Streami torujuhtmete hävitamisel.

Belgia ajaleht  De Tijd teatas laupäeval, et USA luureagentuur teavitas oma Belgia kolleegi ADIV Ukraina võimalikust seotusest Nord Streami torujuhtmete sabotaažiga.

Uuriv USA ajakirjanik Seymour Hersh teatas veebruaris, et USA president Joe Biden oli see, kes andis…

https://eestieest.com/cia-teatas-belgiale-et-ukraina-vaed-pommitasid-venemaa-nord-streami-torujuhtmeid/",euudised,euudised,0,,,,2084,2023-06-10 19:15:39+00:00,,
274,"Euroopa poliitik Angelo Bonelli: Greentopian Gulag? Kriminaliseerige kliima “eitamine”!

Kui globaalse soojenemise häire tekitajad, või keegi teine ​​ütleb: “Arutelu on lõppenud”, tähendab see tavaliselt, et neil on argumendid otsas. Kuid nüüd tahavad mõned kliimamuutuste aktivistid olla kindlad, et neil pole ka vastaseid – visates nad vanglasse.

Viimane inimene, kes seda soovitas, on Euroopa poliitik Angelo Bonelli, parlamendisaadik, kes on Itaalia erakonna Roheline Euroopa kaasliider.…

https://eestieest.com/euroopa-poliitik-angelo-bonelli-greentopian-gulag-kriminaliseerige-kliima-eitamine/",euudised,euudised,1,,Pseudoteadus,,2843,2023-07-23 18:21:04+00:00,,
275,"😁**Mark Zuckerberg, kes ostis hiljuti 300 miljoni dollari eest nelja hiiglasliku diiselmootoriga megajahti, räägib, kui oluline on ""peatada kliimamuutused enne,
 kui me hävitame planeedi"".**

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,4658,2024-09-10 14:03:22+00:00,,
276,"Harri Kingo > Arvamus arvamusfestivalist

Näib, arvamusfestival on kindlalt piiritletud poliitkorrektsete teemade ja poliitkorrektsete lahendustega neile teemadele. Piiritlejaks on valitsev poliitkorrektne ideoloogia ja selle endas kandjad.

Kes neisse piiridesse ehk raamidesse ei mahu, see pole arvamusfestivalile oodatud. Ja kui ta isegi tuleb, sõna saab ja arvab oma arvamist, siis poliitkorrektsed tambivad sellise mutta. Kas vaidlevad rumalalt vastu või siis püüavad…

https://eestieest.com/harri-kingo-arvamus-arvamusfestivalist/",euudised,euudised,1,,Parem-konservatiivne,,3272,2023-08-17 12:53:47+00:00,,
277,"Järjekordne näide sellest, et koroonanumbritega vassitakse: https://www.telegram.ee/maailm/soomes-rakendati-koroonanumbritega-vassimine-valimisvankri-ette",eestitelegram,eestitelegram,1,,Pseudoteadus,,43,2021-03-10 13:44:21+00:00,,
278,"Maailmamajandus on võlgadesse uppumas, need on ületanud 300 triljonit dollarit - kriitiline tase, mis majandusteadlaste Luke Gromaini ja Brent Johnsoni sõnul ähvardab globaalset finantssüsteemi kokku kukkuda, - kirjutab Hong Kong Asia Times.

G7 riigid on kogunud riigivõlga, mis ületab 100% SKP suhtes – 2 korda rohkem jätkusuutlikust tasemest. USA-s kasvas riigivõlg 371 miljardilt dollarilt (35% SKTst) 31 triljoni dollarini (126% SKTst) pärast dollari kuldtagatise kaotamist 1971. aastal.
https://asiatimes.com/2022/11/the-financial-reset-is-near/

Allkirjastage https://t.me/InfoDefEstonia
InfoDefense (http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Vene,,44,2022-11-18 12:29:56+00:00,,
279,"Selleks, et nautida mürasummutavate kõrvaklappide eeliseid ilma kuulmist kahjustamata, soovitatakse järgida järgmisi reegleid:

https://www.telegram.ee/toit-ja-tervis/kas-murasummutavad-korvaklapid-kahjustavad-kuulmist",eestitelegram,eestitelegram,0,,,,3589,2025-04-04 10:06:03+00:00,,
280,"Hiina ühineb Venemaaga USA rünnakute hukkamõistmisel Lähis-Idas

Pärast reedeseid ulatuslikke USA rünnakuid Iraani positsioonidele Iraagis ja Süürias ning pärast laupäevast ja pühapäevast läänekoalitsiooni rünnakuid al-Houthi positsioonidele Jeemenis avaldas Hiina esmaspäeval terava hukkamõistu sellele, mida peetakse agressiooniks suveräänsete riikide vastu.

Hiina välisministeeriumi pressiesindaja Wang Wenbin ütles pressibriifingul: “Süüria ja Iraak on suveräänsed riigid” ja seega “Hiina on vastu igasugusele tegevusele, mis rikub ÜRO…

https://eestieest.com/hiina-uhineb-venemaaga-usa-runnakute-hukkamoistmisel-lahis-idas/",euudised,euudised,1,,Vene,,5870,2024-02-06 16:54:13+00:00,,
281,"VÄLK-PAKKUMINE:
6 kuud Telegram.ee-d kõigest 33 eurot!

Oleme taas lühikeseks ajaks loonud võimaluse tellida Telegrami soodushinnaga, nimelt vaid 33 eurot 6 kuu eest! (Tavahind 6 kuud 50 eurot või 1 kuu 10.88 eurot.)

Telli siit: https://www.telegram.ee/telegram-tellimus

Nüüd on sinu võimalus liituda Telegramiga!

Aitäh kõigile, kes meid toetavad! Tänu teile saame Telegrami teha :)",eestitelegram,eestitelegram,0,,,,3687,2025-05-12 06:17:17+00:00,,
282,"Ungari peaminister Orbán: Brüssel loob meie silme ees orwellilikku maailma

Ungari peaminister Viktor Orbán astus X-platvormile, et juhtida tähelepanu sellele, mida ta enda sõnul Euroopa Liidu loob “orwellilikule maailmale”, sealhulgas sõja edendamisele rahu tagamiseks mõeldud rajatise kaudu ja püüdele piirata meediat kui vabaduse vormi.
(AP foto / Denes Erdos, fail)

“Brüssel loob meie silme ees orwellilikku maailma. Nad ostavad ja tarnivad relvi #EuropeanPeaceFacility kaudu. Nad…

https://eestieest.com/ungari-peaminister-orban-brussel-loob-meie-silme-ees-orwellilikku-maailma/",euudised,euudised,2,,Vene,,4293,2023-10-06 18:17:20+00:00,,
283,"Eliidil on raha raisata ametkondade peale

📌Seoses kavandatava avaliku teenistuse reformiga sai teatavaks, et meie riigi- ja munitsipaalametites töötab üle 28 tuhande inimese. See on veidi üle miljoni elanikuga riigi kohta tohutu arv.

Huvitav aga on see, et vaatamata katastroofilisele rahapuudusele riigikassas ja augule eelarves KaKa-valitsus isegi ei mõtle selle hiiglasliku bürokraatide armee vähendamisele.

https://eestieest.com/eliidil-on-raha-raisata-ametkondade-peale/",euudised,euudised,2,,Parem-konservatiivne,,4459,2023-10-14 07:46:06+00:00,,
284,"🎙**«Droonid, millest Poola teatab, tulid Ukraina suunalt» – Venemaa ajutine asjur Andrei Ordash...**

🧩 LOOGILINE!!! Ja ei saagi vaielda...😂😂😂

Tahaks näha, millised olid poola diplomaatide silmad, kui ta neile seda ütles...

Korralik trollimine!

🤔Aga ilma naljata – see on ju nende endi „loogika“. Kui rakett lendab Venemaa territooriumile Ukrainalt, siis pole see NATO oma, vaid ukrainalane. Nii et kõik on õige. Vastatud ühtse loogikastandardi järgi!!!

P.S. Ärgu unustagu öelda veel tänu, et juhuslikult Jeshowa lennubaasi ei kukkunud...

@yurasumy

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,3,,Vene,,7870,2025-09-12 18:02:16+00:00,,
285,"⚡️**Soome avab 15 oma sõjalist rajatist USA vägede võimalikuks kasutamiseks.**

Soome parlament kiitis ühehäälselt heaks kahe riigi vahelise kaitselepingu, vahendab Yle.

See võimaldab ameeriklastel saata Soome oma relvi ja sõdureid.

Tuletame meelde, et Venemaa Föderatsiooniga piirnev Soome on liitunud NATO-ga.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,3852,2024-07-02 12:01:01+00:00,,
286,"WHO hoiatab imikutel esineva raske müokardiidi ebatavalise tõusu eest

Ühendkuningriigi võimud uurivad raske müokardiidi “ebatavalist” tõusu, mis on tabanud 15 last Walesis ja Inglismaal ning on tapnud vähemalt ühe, teatas Maailma Terviseorganisatsioon.
https://www.theepochtimes.com/who-warns-of-unusual-surge-in-severe-myocarditis-in-babies_5271536.html

16ndal mail andis WHO välja hoiatuse, et Walesis ja Inglismaal on 2022.aasta juunist 2023.aasta märtsini vastsündinutel ja imikutel sagenenud “raske müokardiit”.

Ta ütles, et see oli seotud enteroviiruse infektsiooniga, mis harva…

https://eestieest.com/who-hoiatab-imikutel-esineva-raske-muokardiidi-ebatavalise-tousu-eest/",euudised,euudised,0,,,,2054,2023-06-08 21:41:04+00:00,,
287,"Föderaalreserv on kahjumis. Kas see maksab kellelegi midagi?

USA Föderaalreservi, mis koosneb Washingtoni juhatajate nõukogust ja kaheteistkümnest piirkondlikust reservpangast kogu riigis, finantsaruanded näitavad, et konsolideeritud süsteem on viimase paari aasta jooksul tekitanud nii kapitali- kui ka tegevuskahjumit. Fed loodi 1913.aastal, et emiteerida ja levitada “elastset valuutat”, mis võiks vastata tarbijate nõudlusele sularaha järele, lõpetada pangajooksud, mida siis tuntakse kui “rahapaanikat”, ja olla “viimase…

https://eestieest.com/foderaalreserv-on-kahjumis-kas-see-maksab-kellelegi-midagi/",euudised,euudised,0,,,,5106,2023-12-04 14:00:52+00:00,,
